,name,id_prod_company,id
12962,Les Films Corona,1398,11657
12963,Euro International Film (EIA),8930,11657
12964,Selenia Cinematografica,11398,11657
12965,Film Polski Film Agency,52,224
12966,Zespól Filmowy X,6804,224
12967,Universal Pictures,33,27117
12968,Universal Pictures,33,44383
12969,Columbia Pictures Corporation,441,78331
12970,Miramax Films,14,10922
12971,Lakeshore Entertainment,126,10922
12972,Cinerenta Medienbeteiligungs KG,995,10922
12973,Stone Village Pictures,7420,10922
12974,Cinepsilon,53899,10922
12975,Aviator Films,7057,43708
12976,Bill Kenwright Films,7058,43708
12977,Kaleidoscope Entertainment,2141,240177
12978,Harmony Gold,7901,240177
12979,Lions Gate Films,35,13537
12980,Cruise/Wagner Productions,44,13537
12981,Baumgarten Merims Productions,14652,13537
12982,Filmacres,66152,28446
12983,Village Roadshow Pictures,79,605
12984,NPV Entertainment,172,605
12985,Silver Pictures,1885,605
12986,Warner Bros.,6194,605
12987,RTÉ,1923,33222
12988,British Broadcasting Corporation (BBC),3324,33222
12989,Irish Film Board,5267,33222
12990,Power Pictures,5268,33222
12991,New Line Cinema,12,10719
12992,Gold/Miller Productions,1607,10719
12993,Guy Walks into a Bar Productions,2645,10719
12994,Intrinsic Value Films,2828,266741
12995,Jubilee Productions,22338,266741
12996,Studio Hamburg Filmproduktion,680,1277
12997,Dom Film GmbH,681,1277
12998,Universal Pictures,33,508
12999,DNA Films,284,508
13000,StudioCanal,694,508
13001,Working Title Films,10163,508
13002,Centre National de la Cinématographie (CNC),18367,197563
13003,Sandollar Productions,5842,11846
13004,Touchstone Pictures,9195,11846
13005,Lonely Film Productions GmbH & Co. KG.,430,10715
13006,Warner Bros. Animation,2785,10715
13007,Warner Bros.,6194,10715
13008,Goldmann Pictures,12006,10715
13009,Baltimore Spring Creek Productions,16061,10715
13010,Warner Bros. Feature Animation,20734,10715
13011,Universal Pictures,33,8619
13012,Twentieth Century Fox Film Corporation,306,8619
13013,Samuel Goldwyn Films,9118,8619
13014,Miramax,53009,8619
13015,Paramount Pictures,4,21525
13016,MTV Films,746,21525
13017,North by Northwest Entertainment,1804,14892
13018,Echo Lake Entertainment,22308,14892
13019,Aura Entertainment,37657,14892
13020,Columbia Pictures,5,12146
13021,Imagine Entertainment,23,12146
13022,Revolution Studios,497,12146
13023,Daniel Ostroff Productions,22099,12146
13024,Imagine Entertainment,23,10588
13025,DreamWorks SKG,27,10588
13026,Universal Pictures,33,10588
13027,Columbia Pictures Corporation,441,4970
13028,Dark Castle Entertainment,1786,4970
13029,Warner Bros.,6194,4970
13030,This Is That Productions,10059,470
13031,Y Productions,10887,470
13032,Mediana Productions Filmgesellschaft,10888,470
13033,Pyramide Productions,186,11042
13034,Cinémaginaire Inc.,280,11042
13035,Téléfilm Canada,806,11042
13036,The Harold Greenberg Fund,807,11042
13037,Astral Films,4042,11042
13038,Canal+,5358,11042
13039,Société Radio-Canada,9115,11042
13040,Société de Développement des Entreprises Culturelles (SODEC),9116,11042
13041,Centre National de la Cinématographie (CNC),18367,11042
13042,Columbia Pictures,5,10147
13043,Triptych Pictures,14722,10147
13044,Dimension Films (US version),71989,10147
13045,Walt Disney Pictures,2,10756
13046,Gunn Films,3538,10756
13047,Doom Buggy Productions,47122,10756
13048,Paramount Pictures,4,9562
13049,DonnersCompany,431,9562
13050,Mutual Film Company,762,9562
13051,Cobalt Media Group,18619,9562
13052,Artists Production Group (APG),18620,9562
13053,Aligator Producciones,6485,36068
13054,Tchin Tchin Productions,55248,36068
13055,New Line Cinema,12,11012
13056,Goldcrest Films International,500,40913
13057,National Film Finance Corporation (NFFC),11493,40913
13058,Universal Pictures,33,9556
13059,Renaissance Pictures,467,9556
13060,Ealing Studios,2650,13581
13061,Fugitive Features,1625,1702
13062,Les Films du Loup,22191,19184
13063,Twentieth Century Fox Film Corporation,306,24203
13064,Det Danske Filminstitut,118,9065
13065,Eurimages,850,9065
13066,Alicéléo,8799,9065
13067,Dancing Girl,69868,44479
13068,Warner Bros.,6194,4823
13069,TriStar Pictures,559,10168
13070,Wega Film,224,10234
13071,Amicus Productions,4630,38939
13072,Metromedia Producers Corporation,5740,38939
13073,Warner Bros.,6194,10952
13074,"Jackson/McHenry Company,The",37350,10952
13075,Jacmac Films,73997,10952
13076,United Artists,60,860
13077,Sherwood Productions,8791,860
13078,Twentieth Century Fox Film Corporation,306,41521
13079,Palladium Film,9079,48035
13080,Silver Films,142,5000
13081,Twentieth Century Fox Film Corporation,306,22744
13082,Metro-Goldwyn-Mayer (MGM),8411,17831
13083,Société générale des films,1237,780
13084,Metro-Goldwyn-Mayer (MGM),8411,31510
13085,Decla Film Gesellschaft Holz & Co.,55,234
13086,United Artists,60,899
13087,D.W. Griffith Productions,4759,899
13088,Orion Pictures,41,8289
13089,Eagle Associates,2369,8289
13090,United Artists,60,11583
13091,Starling Films,23126,11583
13092,Warner Bros.,6194,11002
13093,Edgar Rice Burroughs Inc.,13730,11002
13094,TriStar Pictures,559,6472
13095,Channel Films,2099,6472
13096,Orion Pictures,41,5143
13097,Universal Pictures,33,11384
13098,The Badham-Cohen Group,12646,11384
13099,RAF Industries,1881,5227
13100,Lamb Bear Entertainment,2333,8010
13101,Jersey Films,216,10410
13102,Twentieth Century Fox Film Corporation,306,10410
13103,Penta Pictures,11018,47095
13104,A&M Films,11043,47095
13105,Universal Pictures,33,10407
13106,Imagine Films Entertainment,11262,10407
13107,TriStar Pictures,559,9292
13108,Silver Pictures,1885,9292
13109,United Artists,60,11850
13110,Solofilm,10097,11850
13111,Mindwalk,27354,48745
13112,Atlas,27355,48745
13113,Renn Productions,82,2297
13114,Pricel,6542,2297
13115,Baltimore Pictures,11407,2297
13116,Imagine Entertainment,23,951
13117,Universal Pictures,33,951
13118,Universal Pictures,33,10804
13119,Cinevox Filmproduktion GmbH,1979,5765
13120,Geffen Pictures,360,9319
13121,Silver Pictures,1885,9319
13122,Warner Bros.,6194,9319
13123,United Artists,60,1643
13124,Les Productions Artistes Associés,64,1643
13125,Produzioni Europee Associati (PEA),7508,1643
13126,Universal Pictures,33,2007
13127,Renn Productions,82,10995
13128,films A2,7147,10995
13129,Timothy Burrill Productions,8131,10995
13130,Grai Phang Film Studio,28807,10995
13131,Compañía Iberoamericana de TV,2316,8047
13132,Touchstone Pictures,9195,2612
13133,United Artists,60,3112
13134,The Criterion Collection,10932,3112
13135,Columbia Pictures,5,10413
13136,Twentieth Century Fox Film Corporation,306,2611
13137,Hughes Entertainment,477,2611
13138,Cannon Group,1444,1825
13139,Golan-Globus,1445,1825
13140,Warner Bros.,6194,1825
13141,Warner Bros.,6194,10538
13142,Mirage Enterprises,932,11092
13143,Warner Bros.,6194,11092
13144,20th Century Fox,25,18410
13145,Amercent Films,5263,18410
13146,American Entertainment Partners L.P.,5264,18410
13147,Parkes/Lasker productions,67713,18410
13148,The Australian Film Commission,5186,14904
13149,Film Victoria,11840,14904
13150,House & Moorhouse Films,39250,14904
13151,Universal Pictures,33,19065
13152,Silver Lion Films,11601,19065
13153,Sean Daniel Company,19857,19065
13154,Nippon Shuppan Hanbai (Nippan) K.K.,3032,3176
13155,GAGA,3656,3176
13156,WoWow,5073,3176
13157,AM Associates,11538,3176
13158,Kobi Co.,11539,3176
13159,MF Pictures,11540,3176
13160,Ang Lee Productions,5528,9261
13161,Good Machine,10565,9261
13162,United Artists,60,5336
13163,Les Productions Artistes Associés,64,5336
13164,Produzioni Europee Associati (PEA),7508,5336
13165,The Criterion Collection,10932,5336
13166,Beacon Communications,919,23908
13167,A&M Films,11043,23908
13168,Paramount Pictures,4,14671
13169,Columbia Pictures,5,11509
13170,Warner Bros.,6194,10729
13171,Devoted Productions,11019,10729
13172,Canadian Film Development Corporation (CFDC),4952,29437
13173,Cinépix,6270,29437
13174,The Dilbar Syndicate,46689,29437
13175,Cinema Entertainment Enterprises Ltd.,46690,29437
13176,Famous Players Film Corporation [ca],88951,29437
13177,Columbia Pictures,5,20763
13178,Stonebridge Entertainment,5738,20763
13179,Donner/Shuler-Donner Productions,5739,20763
13180,Universal Pictures,33,2047
13181,Columbia Pictures,5,14249
13182,New World Pictures,1950,14249
13183,Universal Pictures,33,10021
13184,Det Danske Filminstitut,118,11634
13185,Memfis Film,321,11634
13186,Film i Väst,17513,11634
13187,Universal Pictures,33,14746
13188,Wolfkill,3975,11824
13189,Franchise Pictures,1403,20067
13190,Avnet/Kerner Productions,34998,20067
13191,LTZ II Inc.,35712,20067
13192,TriStar Pictures,559,12395
13193,United Artists,60,9846
13194,SLM Production Group,396,9846
13195,New Century Productions,8668,9846
13196,Twentieth Century Fox Film Corporation,306,23719
13197,Permut Presentations,455,23719
13198,Gaumont,9,11986
13199,Cargo Films,2561,11986
13200,Pathé Consortium Cinéma,220,1626
13201,Les Films de la Pléiade,745,1626
13202,The Criterion Collection,10932,1626
13203,Samuel Goldwyn,261,483
13204,Lorimar Film Entertainment,1176,10166
13205,Jim Henson Productions,2504,10166
13206,Kennedy Miller Productions,2537,6069
13207,The Guber-Peters Company,4357,6069
13208,Warner Bros.,6194,6069
13209,Metro-Goldwyn-Mayer (MGM),8411,11018
13210,Dino De Laurentiis Company,10308,11018
13211,Touchstone Pictures,9195,11676
13212,RKO Radio Pictures,6,28293
13213,RKO Radio Pictures,6,28292
13214,Famous Artists Productions,1482,3681
13215,RKO Radio Pictures,6,43875
13216,RKO Radio Pictures,6,31798
13217,Metro-Goldwyn-Mayer (MGM),8411,43436
13218,RKO Radio Pictures,6,20325
13219,Warner Bros.,6194,17687
13220,The Vitaphone Corporation,9329,17687
13221,Warner Bros.,6194,19075
13222,Warner Bros.,6194,41465
13223,Metro-Goldwyn-Mayer (MGM),8411,17641
13224,Universal Pictures,33,12545
13225,Warner Bros.,6194,27972
13226,Norma Productions,584,898
13227,Werner Herzog Filmproduktion,843,2000
13228,Hessischer Rundfunk (HR),9292,2000
13229,Discina,479,648
13230,Epoch Film Co.,351,618
13231,Beijing Film Studio,708,44162
13232,Francoriz Production,1638,19120
13233,Rizzoli Film,12778,19120
13234,Silver Films,142,4024
13235,Cormoran Films,1476,4024
13236,Argos Films,6116,4024
13237,Cineriz,9387,4024
13238,Terra Film,15719,4024
13239,Cinétel,44614,4024
13240,Playboy Productions,8313,11316
13241,Caliban Films,25767,11316
13242,United Artists,60,3089
13243,Monterey Productions,1316,3089
13244,Charles K. Feldman Group,1317,3089
13245,Faces International Films,454,29845
13246,United Artists,60,995
13247,United Artists,60,1594
13248,Mirisch Films Limited,92221,1594
13249,Buster Keaton Productions,12190,32318
13250,Paramount Pictures,4,11839
13251,Dena Enterprises,14917,11839
13252,Solar Productions,599,916
13253,Warner Brothers/Seven Arts,4051,916
13254,D.W. Griffith Productions,4759,31509
13255,Warner Bros.,6194,1976
13256,RKO Radio Pictures,6,31685
13257,Warner Bros.,6194,3062
13258,Paramount Pictures,4,34456
13259,Universal Pictures,33,12708
13260,Arwin Productions,1823,12708
13261,Silver Screen Partners,514,42045
13262,TriStar Pictures,559,42045
13263,Home Box Office (HBO),3268,42045
13264,Paramount Pictures,4,11610
13265,Universal Pictures,33,4939
13266,Gabriel Pascal Productions,14028,25016
13267,Columbia Pictures,5,15927
13268,EMI Films Ltd.,538,15927
13269,Thorn EMI Screen Entertainment,6179,15927
13270,Home Box Office,6752,15927
13271,Dispat Films,11312,40423
13272,Gemma,11313,40423
13273,Tupan Filmes,11314,40423
13274,PECF,1650,7857
13275,F.C. Produzioni,10931,7857
13276,Beijing New Picture Film Co. Ltd.,724,79
13277,China Film Co-Production Corporation,2269,79
13278,Paramount Pictures,4,13912
13279,Metro-Goldwyn-Mayer (MGM),8411,70881
13280,Universal Studios,13,987
13281,Capital Arts Entertainment,2365,65869
13282,Krauss-DeGrazier,19134,65869
13283,Bandai Visual,5844,37749
13284,Yleisradio (YLE),5975,30140
13285,Westdeutscher Rundfunk (WDR),7025,30140
13286,Mediopolis Film- und Fernsehproduktion,23617,30140
13287,Skyline Productions,94042,30140
13288,Procirep,311,33302
13289,StudioCanal,694,33302
13290,Mars Films,819,33302
13291,Rhône-Alpes Cinéma,1666,33302
13292,Nord-Ouest Productions,4176,33302
13293,Cofimage 12,5281,33302
13294,Canal+,5358,33302
13295,M.S. Productions,5762,33302
13296,Artémis Productions,11773,33302
13297,Centre Européen Cinématographique Rhône-Alpes,22319,33302
13298,London Film Productions,659,46932
13299,Topcraft,29,81
13300,Metro-Goldwyn-Mayer (MGM),8411,70423
13301,Warner Bros.,6194,11821
13302,Universal Pictures,33,10023
13303,Orion Pictures,41,51036
13304,Columbia Pictures,5,11519
13305,Universal Pictures,33,11519
13306,A-Team,6128,11519
13307,Eagle Beach Productions,8014,72087
13308,Reggane Films,2399,42238
13309,Artco-Film,10636,42238
13310,France 3 Cinema,16804,42238
13311,Paramount Pictures,4,15659
13312,Miller-Milkis Productions,12283,15659
13313,Shelburne Associates,21118,15659
13314,Golden Harvest Company,2521,18857
13315,Sunshine,5305,33517
13316,Daiei Studios,881,27425
13317,Daiei Motion Picture Company,3214,27425
13318,Metro-Goldwyn-Mayer (MGM),8411,38953
13319,Royal Avenue Chelsea,17270,74544
13320,Columbia Pictures Corporation,441,42740
13321,Collector Company,19370,42740
13322,Rizzoli Films,1131,20126
13323,Seda Spettacoli,3570,20126
13324,Véra Films,141,827
13325,Janus Films,533,827
13326,Filmsonor,534,827
13327,Trimark Pictures,4063,11811
13328,Gainax,3041,20043
13329,Paramount Pictures,4,16814
13330,Intuitive TV,78462,16814
13331,Metro-Goldwyn-Mayer (MGM),8411,25431
13332,Téléfilm Canada,806,2742
13333,Film Trustees Ltd.,1200,2742
13334,Naked Lunch Productions,1201,2742
13335,Recorded Picture Company (RPC),11561,2742
13336,Ontario Film Development Corporation,22210,2742
13337,Nippon Film Development and Finance,88919,2742
13338,"Pierson, Heldring & Pierson N.V.",88920,2742
13339,Sphinx Productions,4033,22010
13340,IFC Films,307,51145
13341,Faces Distribution,5334,32040
13342,The Criterion Collection,10932,32040
13343,Hollywood Pictures,915,48129
13344,Silver Screen Partners IV,10282,48129
13345,London Film Productions,659,3596
13346,Vic Films Productions,11707,24134
13347,Joseph Janni Production,18136,24134
13348,Warner Bros.,6194,18904
13349,Metro-Goldwyn-Mayer (MGM),8411,37719
13350,Albert Band International Productions Inc.,9211,47364
13351,Hollywood Films,23510,47364
13352,Les Films de la Pléiade,745,1818
13353,Les Films du Carrosse,53,255
13354,Les Productions Artistes Associés,64,255
13355,ContentFilm,1420,10744
13356,Pierce/Williams Entertainment,18621,10744
13357,Hells Kitchen Films,2307,10511
13358,East of Harlem (UK) Ltd,55423,10511
13359,Irish Film Industry,55424,10511
13360,Arte,201,180399
13361,Atlas Films,34526,180399
13362,One Canvas Productions,55167,180399
13363,Universal Pictures,33,10028
13364,Marc Platt Productions,2527,10028
13365,NuAmerica Entertainment,41963,10028
13366,Cruise/Wagner Productions,44,616
13367,Warner Bros.,6194,616
13368,Radar Pictures,14718,616
13369,"Bedford Falls Company, The",20634,616
13370,Columbia Pictures,5,587
13371,The Zanuck Company,80,587
13372,Jinks/Cohen Company,2721,587
13373,Tim Burton Productions,8601,587
13374,Alcon Entertainment,1088,21542
13375,Burg/Koules Productions,17106,21542
13376,CRML Productions,89167,21542
13377,Columbia Pictures Corporation,441,6964
13378,Waverly Films,735,6964
13379,Warner Bros.,6194,6964
13380,Twentieth Century Fox Film Corporation,306,1792
13381,Conundrum Entertainment,1156,1792
13382,Wild Bear Films,1470,3635
13383,Archer Street Productions,1471,3635
13384,Delux Productions,1472,3635
13385,Sony Pictures Classics,58,41488
13386,BBC Films,288,41488
13387,Serendipity Point Films,805,41488
13388,Téléfilm Canada,806,41488
13389,Odessa Films,1712,41488
13390,Movision,1727,41488
13391,Astral Media,2743,41488
13392,Corus Entertainment,11550,41488
13393,Company Pictures,11842,41488
13394,WingNut Films,11,122
13395,New Line Cinema,12,122
13396,Columbia Pictures,5,11820
13397,Revolution Studios,497,11820
13398,Harbour Pictures,2512,8696
